cliente_id;nombre;porcentaje
19807370;Urbanización Ciudad Jardín;100.0
19809538;Mayapan-Las Vegas;99.93
19814102;Ciudad Capri;100.0
19818297;Calima;100.0
19819450;San Cristobal;100.0
19824571;Unidad Residencial Santiago de Cali;97.6
19829722;El Cedro;100.0
19832943;San Pedro;100.0
19843856;Los Cambulos;99.76
19852494;Urbanización Militar;100.0
19855828;Chapinero;87.8
19858236;Urbanización Ciudad Jardín;100.0
19859267;San Vicente;100.0
19862763;Colseguros Andes;86.53
19867654;Unicentro Cali;100.0
19871270;Santa Mónica Residencial;100.0
19876396;Junin;52.05
19883102;Vipasa;100.0
19886796;Lili;99.95
19889804;Ciudad Capri;100.0
19889863;Urbanización Militar;56.46
19892064;Prados del Norte;100.0
19902298;San Judas Tadeo I;63.85
19903653;Urbanización Militar;100.0
19906592;Centenario;95.87
19907461;San Vicente;58.51
19908557;Urbanización Militar;53.84
19909931;Los Alcázares;100.0
19911800;Unicentro Cali;98.85
19915283;San Fernando Nuevo;100.0
19921559;El Sena;100.0
19921678;El Sena;100.0
19926102;San Vicente;100.0
19930999;San Pedro;100.0
19930999;Urbanización La Flora;100.0
19932044;San Fernando Nuevo;60.22
19937216;Calima;98.0
19942304;Saavedra Galindo;99.82
19942346;Los Alcázares;100.0
19949232;Sucre;100.0
19949465;La Merced;88.9
19952498;San Vicente;100.0
19955821;Urbanización San Juaquín;100.0
19961210;Chipichape;100.0
19976618;Lili;100.0
19976835;San Fernando Nuevo;100.0
19990311;El Calvario;100.0
19991471;Chipichape;100.0
20003375;La Paz;65.34
20004161;San Pedro;100.0
20012023;Chapinero;100.0
20021503;Santa Mónica Residencial;85.28
20030378;Unicentro Cali;100.0
20078461;Caney;100.0
20079004;Juanambu;52.19
20102440;San Vicente;84.91
20113509;Unicentro Cali;100.0
20137430;Urbanización San Juaquín;100.0
20148011;El Gran Limonar;60.5
20151423;Calima;100.0
20165803;Chipichape;99.39
20170824;Calima;96.38
20173905;Prados del Norte;69.43
20177580;Unidad Residencial Santiago de Cali;74.38
20185648;Prados del Norte;73.53
20192348;Granada;53.43
20214644;Granada;68.46
20226793;Sucre;100.0
20234880;Los Alcázares;100.0
20237321;Prados del Norte;100.0
20242867;La Paz;76.71
20246474;Buenos Aires;63.73
20257469;El Cedro;64.55
20267980;San Pedro;100.0
20273136;San Fernando Nuevo;100.0
20277591;San Pedro;100.0
20277591;Unidad Residencial Santiago de Cali;100.0
20290188;Versalles;100.0
20294933;Santander;100.0
20298265;Urbanización Tequendama;56.38
20313400;El Calvario;100.0
20318023;El Sena;77.6
20332198;El Cedro;99.11
20350540;Chapinero;100.0
20353510;Calima;90.63
20359560;El Sena;100.0
20362101;Urbanización Militar;85.31
20370976;San Fernando Nuevo;100.0
20390675;Julio Rincón;99.39
20414756;El Cedro;58.35
20423032;San Vicente;53.33
20437121;La Merced;100.0
20446029;Unicentro Cali;100.0
20464681;Alfonso López I;94.01
20473840;El Sena;100.0
20476197;San Pedro;99.71
20477286;San Vicente;100.0
20490222;Unicentro Cali;99.4
20493565;Ulpiano Lloreda;63.73
20520224;Urbanización San Juaquín;100.0
20555269;San Nicolás;84.27
20560393;Santa Mónica Residencial;68.56
20572176;Chapinero;99.99
20594120;San Pedro;55.26
20605153;Urbanización Río Lili;97.41
20611026;San Pedro;100.0
20615346;Versalles;51.58
20635939;Primero de Mayo;100.0
20651843;La Merced;84.78
20658031;El Cedro;100.0
20679077;Santa Anita;74.96
20682467;San Pedro;100.0
20682467;Urbanización La Flora;100.0
20684189;Junin;66.45
20694852;Urbanización San Juaquín;99.96
20695020;San Vicente;100.0
20700147;Lili;87.5
20716398;Urbanización San Juaquín;100.0
20720398;Los Cambulos;100.0
20721065;San Vicente;58.45
20744928;12 de Octubre;59.17
20751772;San Pedro;100.0
20773865;Versalles;97.86
20778141;Mariano Ramos;100.0
20788362;San Vicente;100.0
20790391;Santa Mónica Residencial;100.0
20801178;El Cedro;64.76
20814106;Santa Mónica Residencial;100.0
20832044;Chipichape;100.0
20847381;Lili;68.86
20870775;Santa Mónica Residencial;100.0
20874530;San Vicente;100.0
20874571;Ciudad Córdoba;91.43
20889520;Los Guaduales;59.24
20904969;El Sena;100.0
20919794;Primavera;100.0
20938980;Los Parques;69.53
20956033;Urbanización Militar;100.0
20956490;San Vicente;93.1
20959406;Santa Elena;100.0
20966406;Urbanización Ciudad Jardín;68.57
20968940;Vipasa;100.0
20978747;Chapinero;100.0
20987904;San Vicente;100.0
20989240;Sucre;97.27
21018545;El Sena;100.0
21026161;Unicentro Cali;100.0
21050592;Chipichape;100.0
21062158;Urbanización Militar;51.45
21066432;El Peñón;99.88
21073240;Quintas de Don Simón;100.0
21075142;Urbanización San Juaquín;100.0
21075415;Calimio Desepaz;95.1
21079190;El Gran Limonar;100.0
21079615;San Fernando Viejo;100.0
21089223;Ciudad Capri;100.0
21094258;El Calvario;99.11
21100456;San Vicente;100.0
21101181;Ciudad Capri;100.0
21104864;Mariano Ramos;82.15
21111954;Guillermo León Valencia;100.0
21117761;Urbanización Militar;53.9
21139901;Sucre;100.0
21148811;San Fernando Nuevo;100.0
21148916;San Pedro;99.98
21156163;La Ciudadela Confandi;99.77
21161032;Versalles;100.0
21161641;Ciudad Córdoba;99.99
21168250;Saavedra Galindo;73.44
21186542;San Pedro;100.0
21187591;Calima;72.61
21192448;Urbanización La Flora;100.0
21193351;Parcelaciones Pance;71.39
21202693;Unicentro Cali;100.0
21210697;Santa Mónica Residencial;65.88
21213830;El Calvario;100.0
21215797;Unicentro Cali;100.0
21220016;El Calvario;100.0
21221403;Santa Rosa;53.68
21225048;Ciudad Los Álamos;68.11
21248711;Colseguros Andes;66.67
21253155;Versalles;100.0
21254649;Unicentro Cali;100.0
21256369;Urbanización San Juaquín;100.0
21261326;San Nicolás;99.28
21262483;San Vicente;100.0
21266126;Versalles;99.96
21267451;Santa Anita;59.46
21291931;El Peñón;100.0
21296276;Unidad Residencial Santiago de Cali;77.94
21315740;Lili;99.32
21336065;Los Andes;100.0
21341598;Bolivariano;87.53
21350131;San Pedro;81.38
21359272;San Nicolás;100.0
21370936;Santa Mónica Residencial;63.74
21384596;Santa Rita;100.0
21396403;Vipasa;100.0
21397993;San Vicente;100.0
21409790;San Pedro;100.0
21418949;Urbanización San Juaquín;94.97
21441460;Sucre;62.09
21443296;San Nicolás;98.29
21448282;San Fernando Nuevo;100.0
21453298;Los Guaduales;92.69
21458057;Urbanización Ciudad Jardín;100.0
21465511;El Cedro;100.0
21472701;Calimio Desepaz;100.0
21488471;Sucre;100.0
21489427;Versalles;99.96
21493513;Unicentro Cali;56.12
21521954;El Peñón;100.0
21560569;Ciudad Los Álamos;100.0
21565187;Ciudad Los Álamos;69.42
21577839;Unicentro Cali;100.0
21602843;San Nicolás;92.23
21624463;Granada;98.71
21630078;El Cedro;100.0
21634190;Versalles;100.0
21637055;Urbanización San Juaquín;83.34
21647394;Urbanización San Juaquín;100.0
21689655;Ciudad Córdoba;99.97
21703102;Centenario;100.0
21712313;Quintas de Don Simón;58.27
21715655;República de Israel;99.83
21722372;Parcelaciones Pance;100.0
21722522;Versalles;100.0
21730856;Chapinero;100.0
21745208;Urbanización Militar;100.0
21752473;Versalles;100.0
21760372;Ulpiano Lloreda;100.0
21762136;Unicentro Cali;100.0
21764518;San Pedro;90.71
21764518;Unidad Residencial Santiago de Cali;69.67
21818719;San Fernando Nuevo;100.0
21835484;El Cedro;100.0
21835731;Granada;66.89
21840425;El Cedro;99.99
21860092;Prados del Norte;100.0
21860311;Urbanización San Juaquín;100.0
21868510;El Troncal;79.96
21897129;San Vicente;55.34
21907093;Los Alcázares;100.0
21911040;El Sena;86.27
21918662;Santander;100.0
21941635;El Sena;100.0
21959724;Ciudadela Paso Ancho;100.0
21964817;Junin;99.99
21967044;San Vicente;58.45
21979804;La Merced;100.0
21982286;El Ingenio;67.59
21988309;Mayapan-Las Vegas;99.89
22003614;San Vicente;100.0
22016971;San Fernando Nuevo;65.93
22033033;Caney;69.58
22062369;Unidad Residencial Santiago de Cali;100.0
22066368;Santander;81.08
22071397;El Guabal;74.38
22073684;Urbanización Militar;100.0
22084835;Ciudad Capri;100.0
22097686;Urbanización Ciudad Jardín;71.81
22103988;Acueducto San Antonio;99.98
22106567;El Jardín;100.0
22111703;Santander;100.0
22112262;Santander;52.23
22113384;Los Alcázares;100.0
22113891;Lleras Restrepo II;100.0
22128093;Lili;100.0
22150158;Brisas de los Álamos;74.04
22152631;Urbanización Ciudad Jardín;100.0
22153678;Alfonso López I;52.74
22160289;San Pedro;100.0
22160289;Unidad Residencial Santiago de Cali;100.0
22169331;Lili;100.0
22173453;Nueva Floresta del Ict;100.0
22179238;El Cedro;100.0
22183062;Colseguros Andes;82.92
22187911;San Vicente;99.99
22222293;San Vicente;100.0
22241380;Unicentro Cali;100.0
22261734;Los Guaduales;99.75
22263185;San Fernando Nuevo;100.0
22265343;Granada;54.79
22270164;San Fernando Nuevo;100.0
22272232;Chapinero;61.98
22274517;Colseguros Andes;59.71
22276647;San Pedro;84.89
22280546;Unicentro Cali;93.25
22302485;Ciudad Capri;100.0
22303335;San Fernando Viejo;99.83
22305722;San Vicente;100.0
22309136;Mayapan-Las Vegas;100.0
22309174;San Pedro;100.0
22336247;Nueva Floresta del Ict;100.0
22373708;Jorge Eliecer Gaitan;56.02
22400907;Santa Teresita;96.8
22427686;San Vicente;100.0
22428208;El Guabal;99.22
22430110;Lili;100.0
22438609;Chipichape;100.0
22477606;Barrio Obrero;100.0
22486661;Unidad Residencial Santiago de Cali;100.0
22487709;Barrio Eucarístico;53.99
22488952;Unicentro Cali;100.0
22489310;La Merced;78.25
22497918;Buenos Aires;79.94
22524758;Santa Teresita;100.0
22531085;Chipichape;100.0
22534177;San Nicolás;100.0
22541931;Quintas de Don Simón;100.0
22561830;Granada;100.0
22574128;Los Alcázares;100.0
22589604;Vipasa;99.78
22599719;Junin;100.0
22602304;Pasoancho;57.4
22610312;Sucre;100.0
22636377;El Calvario;99.52
22651828;La Merced;100.0
22656403;San Pedro;100.0
22662845;Área Libre-Parque del Amor;61.36
22710471;Pasoancho;90.73
22711464;Nueva Floresta del Ict;100.0
22711737;San Pedro;100.0
22759577;Versalles;89.68
22780117;San Vicente;72.69
22810504;San Pedro;86.16
22839450;San Vicente;100.0
22850718;Santa Rita;100.0
22858899;Pampalinda;100.0
22877774;Urbanización San Juaquín;65.58
22882503;Chapinero;95.04
22892719;Juanambu;100.0
22894613;Urbanización San Juaquín;100.0
22915084;San Antonio;52.83
22917518;Unidad Residencial Santiago de Cali;93.31
22917743;El Calvario;52.58
22950422;El Calvario;100.0
22958285;San Pedro;98.54
22965545;Santa Isabel;100.0
23000775;San Fernando Nuevo;77.36
23007904;Unicentro Cali;52.97
23009810;Prados del Norte;100.0
23030416;Villa del Sol;99.05
23035274;La Merced;100.0
23051704;Santander;100.0
23059287;San Vicente;100.0
23071986;Sucre;66.93
23103966;Ville Grande;71.45
23116917;Flora Industrial;67.07
23123406;Santa Mónica Residencial;100.0
23129538;San Fernando Nuevo;100.0
23140420;El Sena;71.49
23140831;San Pedro;85.91
23150126;Granada;94.2
23150259;San Vicente;100.0
23158582;Urbanización Ciudad Jardín;100.0
23164532;Chipichape;100.0
23169085;Granada;64.64
23183649;La Rivera;99.99
23204880;El Gran Limonar;58.01
23205858;San Vicente;100.0
23210362;El Troncal;100.0
23231695;Ciudad Capri;81.44
23233307;Juanambu;100.0
23243603;Urbanización Tequendama;100.0
23253772;San Judas Tadeo II;62.71
23264287;San Vicente;100.0
23273786;Urbanización La Flora;100.0
23283410;Prados del Norte;57.13
23290190;Bolivariano;63.37
23295265;Urbanización Militar;100.0
23302247;José M. Córdoba;78.08
23305747;El Gran Limonar;93.13
23335558;Calimio Desepaz;100.0
23363595;Sucre;100.0
23375599;Chapinero;100.0
23377193;Mariano Ramos;54.49
23378435;Granada;52.58
23381794;San Vicente;100.0
23381859;San Vicente;100.0
23389258;Sucre;52.11
23394743;José Manuel Marroquin I;100.0
23394921;El Peñón;83.33
23409350;San Pedro;100.0
23409350;Unidad Residencial Santiago de Cali;100.0
23443733;El Cedro;64.48
23447121;Unicentro Cali;100.0
23448065;Chapinero;100.0
23448351;San Nicolás;65.57
23449927;Parcelaciones Pance;63.55
23452373;San Vicente;100.0
23466973;El Peñón;100.0
23473320;Santander;84.67
23489573;El Gran Limonar;92.41
23489651;El Sena;100.0
23491640;San Vicente;94.06
23502305;Ciudad 2000;81.05
23515172;San Pedro;100.0
23515172;Unidad Residencial Santiago de Cali;100.0
23526168;Unicentro Cali;75.09
23561957;Urbanización Ciudad Jardín;64.07
23567946;San Judas Tadeo I;99.96
23577201;Santa Mónica Residencial;99.97
23608631;Ciudadela Floralia;100.0
23615868;Prados del Norte;100.0
23615950;El Ángel del Hogar;61.22
23624810;Ciudad Los Álamos;100.0
23633776;Popular;99.93
23640123;La Flora;99.08
23688729;Unicentro Cali;100.0
23695468;Versalles;99.01
23698980;Puerta del Sol;56.51
23701802;El Sena;100.0
23711143;Urbanización San Juaquín;100.0
23719170;El Calvario;53.07
23735835;San Pedro;96.28
23736064;La Paz;99.6
23749184;Urbanización Militar;100.0
23749473;Colseguros Andes;97.85
23751877;Caney;95.11
23768547;Bretana;100.0
23799708;Versalles;99.96
23807618;El Cedro;100.0
23814556;Unicentro Cali;68.05
23830728;Unicentro Cali;91.17
23831558;Lili;100.0
23838715;San Vicente;58.45
23861671;San Pedro;100.0
23874447;Santa Rita;100.0
23879706;Unidad Residencial Santiago de Cali;100.0
23880110;Unicentro Cali;100.0
23889374;San Pedro;100.0
23889374;Unidad Residencial Santiago de Cali;66.64
23894586;San Fernando Nuevo;100.0
23904558;Santa Mónica Residencial;100.0
23920999;San Fernando Nuevo;100.0
23926570;El Calvario;68.38
23939077;Chipichape;100.0
23952973;Ciudad 2000;100.0
23953659;El Sena;100.0
23960867;Vipasa;89.87
23962723;Junin;69.69
23965015;El Calvario;100.0
23970937;Calima;100.0
23973430;Unicentro Cali;52.3
23975514;Versalles;70.73
23983272;Unicentro Cali;97.57
23996707;Bolivariano;100.0
24002061;Bolivariano;75.7
24006829;Ciudad Córdoba;98.78
24030696;Belalcazar;95.62
24030912;Unicentro Cali;99.69
24039859;Urbanización Ciudad Jardín;100.0
24074636;Las Delicias;57.28
24087255;Lili;77.49
24087323;San Vicente;68.8
24092695;Mayapan-Las Vegas;83.73
24116159;San Nicolás;99.68
24143775;Junin;100.0
24152557;Santander;100.0
24158083;Calimio Desepaz;96.6
24162318;Sucre;100.0
24166428;San Pedro;99.23
24183668;Unicentro Cali;100.0
24186264;La Merced;100.0
24193235;Urbanización Militar;100.0
24224418;San Nicolás;71.49
24237456;San Pedro;100.0
24244472;La Base;98.85
24255535;Unicentro Cali;85.97
24255812;Urbanización Ciudad Jardín;100.0
24260448;El Sena;100.0
24263405;San Vicente;52.15
24269406;Industrial;99.99
24272306;Urbanización San Juaquín;100.0
24281261;San Nicolás;99.62
24295738;Urbanización Ciudad Jardín;100.0
24303721;El Gran Limonar;89.71
24337750;San Vicente;100.0
24357925;Urbanización Río Lili;100.0
24359567;San Nicolás;99.0
24389869;San Pedro;100.0
24389869;Unidad Residencial Santiago de Cali;100.0
24396280;San Fernando Viejo;100.0
24399234;Lili;100.0
24402306;San Pedro;100.0
24402306;Unidad Residencial Santiago de Cali;100.0
24410539;Primero de Mayo;99.41
24412174;Sucre;100.0
24420547;Prados de Oriente;100.0
24426391;Urbanización La Flora;100.0
24462467;La Rivera;99.77
24480532;Julio Rincón;61.13
24480957;Unicentro Cali;100.0
24490525;Lili;99.41
24504150;El Troncal;100.0
24506484;Colseguros Andes;90.72
24518693;Ville Grande;77.77
24541099;Urbanización San Juaquín;100.0
24542337;Versalles;66.66
24546407;Ciudad Córdoba;64.78
24568951;Chipichape;100.0
24595572;El Sena;91.41
24603569;El Cedro;100.0
24610365;Versalles;100.0
24616471;Santa Mónica Residencial;100.0
24620202;El Sena;83.37
24626704;Urbanización Río Lili;100.0
24626985;Ciudadela Paso Ancho;99.99
24628739;Canaveralejo-Seguros Patria;82.14
24655606;Urbanización Tequendama;60.5
24659678;Urbanización San Juaquín;98.9
24661039;San Pedro;99.81
24677129;San Fernando Viejo;100.0
24679784;Unicentro Cali;100.0
24683372;San Pedro;100.0
24687643;San Vicente;98.72
24696681;Santander;100.0
24704969;Urbanización Militar;100.0
24724033;Unidad Residencial Santiago de Cali;77.76
24795210;San Vicente;58.45
24804878;Chapinero;100.0
24811568;Unicentro Cali;100.0
24818294;Urbanización Militar;100.0
24821068;Urbanización San Juaquín;100.0
24828150;San Nicolás;88.33
24832986;Urbanización Militar;90.15
24838565;Urbanización San Juaquín;93.44
24842481;Versalles;98.34
24853324;El Sena;100.0
24861838;La Rivera;100.0
24868540;Santander;81.05
24875838;Prados del Norte;100.0
24895184;José Manuel Marroquin I;100.0
24896688;San Pedro;64.79
24896688;Urbanización La Flora;64.79
24909741;Primero de Mayo;60.13
24915862;El Ingenio;99.25
24924870;San Vicente;100.0
24935298;Parcelaciones Pance;82.84
24966109;Unicentro Cali;84.97
24986394;Caney;55.91
24996691;Urbanización Tequendama;100.0
24997637;Versalles;94.42
25012346;Los Alcázares;73.66
25018375;Urbanización San Juaquín;100.0
25052028;San Nicolás;64.2
25059235;Ciudad Córdoba;54.05
25062858;Área Libre-Parque del Amor;100.0
25064352;Parcelaciones Pance;100.0
25074855;Prados del Norte;87.88
25098161;Urbanización Militar;100.0
25109117;Juanambu;100.0
25124602;Urbanización Ciudad Jardín;100.0
25148851;El Sena;100.0
25163971;San Pedro;100.0
25171166;El Sena;77.6
25173269;La Rivera;88.28
25192554;Urbanización San Juaquín;100.0
25201397;Lili;100.0
25203913;Canaveralejo-Seguros Patria;55.3
25205097;Calima;57.92
25238797;La Independencia;100.0
25240018;Santa Isabel;67.47
25247574;San Pedro;62.97
25249362;Santa Mónica Residencial;60.52
25249958;Granada;96.16
25252471;Santander;100.0
25274672;Versalles;100.0
25275428;Centenario;55.21
25286882;Chapinero;100.0
25301895;San Vicente;58.45
25311035;Chipichape;100.0
25324108;Chipichape;100.0
25343342;Calimio Desepaz;100.0
25347094;Unicentro Cali;98.9
25361791;Urbanización Tequendama;100.0
25369920;Chapinero;100.0
25376043;Urbanización San Juaquín;100.0
25391366;Chipichape;57.37
25393384;Santa Mónica Residencial;93.91
25394441;Las Acacias;99.92
25417111;El Jordán;100.0
25424255;Caney;100.0
25436706;Urbanización Ciudad Jardín;100.0
25442887;Urbanización San Juaquín;100.0
25452001;Colseguros Andes;100.0
25453882;Santander;100.0
25473847;San Pedro;67.14
25483094;Urbanización Ciudad Jardín;100.0
25504838;Unicentro Cali;69.95
25504949;Unidad Residencial Santiago de Cali;61.0
25526910;El Gran Limonar;100.0
25528927;Calima;59.26
25547671;Mayapan-Las Vegas;98.2
25552520;Urbanización Ciudad Jardín;100.0
25554709;Versalles;86.39
25556255;Urbanización Militar;100.0
25594428;El Cedro;100.0
25599491;Los Alcázares;100.0
25615489;Ciudad Córdoba;99.92
25641144;Santander;100.0
25661692;Unicentro Cali;99.15
25663229;Ciudad Los Álamos;99.54
25671126;Urbanización San Juaquín;100.0
25684142;Promociones Populares;100.0
25694025;Porvenir;100.0
25696363;Lili;61.64
25698314;Prados del Norte;52.36
25703331;El Gran Limonar;100.0
25712035;San Vicente;100.0
25726593;Unicentro Cali;96.85
25726886;Colseguros Andes;100.0
25745051;Julio Rincón;100.0
25772748;Los Alcázares;100.0
25785164;San Pedro;100.0
25795197;Prados del Norte;100.0
25803698;Versalles;69.91
25824514;Los Libertadores;92.0
25826894;La Rivera;100.0
25835722;Urbanización La Flora;100.0
25841904;Santa Rosa;60.5
25876523;Primero de Mayo;100.0
25883074;Primero de Mayo;59.5
25897280;Santa Mónica Residencial;67.2
25917882;El Gran Limonar;100.0
25921884;Urbanización Ciudad Jardín;73.98
25923069;San Vicente;100.0
25937748;Los Alcázares;100.0
25938590;Flora Industrial;98.96
25946237;Chapinero;58.88
25963030;Versalles;100.0
25990749;Santa Mónica Residencial;63.04
26000370;Urbanización Militar;53.23
26004232;Laureano Gómez;100.0
26025371;San Vicente;100.0
26030462;Urbanización San Juaquín;100.0
26036884;Chapinero;100.0
26040630;San Fernando Viejo;100.0
26052068;El Cedro;100.0
26057412;El Cedro;100.0
26085312;Ciudad Córdoba;57.45
26122393;Chipichape;51.35
26132885;Prados del Norte;100.0
26151337;Versalles;100.0
26153248;Los Andes;100.0
26157931;El Jordán;95.79
26165239;Chipichape;72.6
26180638;Calima;100.0
26207956;El Gran Limonar;100.0
26247176;Unicentro Cali;85.15
26248737;Santa Teresita;100.0
26254670;Junin;72.6
26260075;El Calvario;100.0
26279505;Chapinero;68.74
26280244;Unicentro Cali;100.0
26288112;San Nicolás;72.68
26295464;Los Lagos;100.0
26299677;La Merced;100.0
26314753;El Cedro;100.0
26320557;San Vicente;100.0
26330838;Santa Teresita;100.0
26333519;San Vicente;100.0
26335115;Sucre;100.0
26338096;Urbanización Militar;100.0
26344164;San Vicente;58.45
26354648;Nueva Floresta del Ict;100.0
26357598;El Jardín;99.6
26367294;Unicentro Cali;93.57
26373463;San Nicolás;100.0
26376013;Versalles;100.0
26403475;Unidad Residencial Santiago de Cali;85.9
26418393;San Pedro;100.0
26423819;Unidad Residencial Santiago de Cali;100.0
26424890;San Vicente;100.0
26439175;Urbanización San Juaquín;92.52
26440028;Urbanización San Juaquín;80.24
26441949;El Calvario;100.0
26470726;Los Alcázares;100.0
26475669;San Vicente;100.0
26485232;Jorge Eliecer Gaitan;58.2
26494984;San Nicolás;100.0
26500883;San Vicente;100.0
26513403;Ciudad Córdoba;60.29
26513997;El Cedro;100.0
26514777;San Vicente;100.0
26564955;Urbanización La Flora;100.0
26570798;Unidad Residencial Santiago de Cali;87.15
26583031;Urbanización Militar;100.0
26583455;Santander;100.0
26595910;San Pedro;100.0
26595910;Unidad Residencial Santiago de Cali;100.0
26597127;Granada;76.04
26628260;La Flora;97.75
26635070;El Calvario;100.0
26643408;San Vicente;58.45
26649874;Vipasa;100.0
26663939;El Calvario;65.24
26672148;Sucre;100.0
26682006;Los Guayacanes;100.0
26698536;Los Guaduales;100.0
26701104;Laureano Gómez;100.0
26706139;Juanambu;100.0
26709572;San Pedro;100.0
26709945;Unicentro Cali;100.0
26713054;San Pedro;100.0
26713054;Urbanización La Flora;100.0
26714190;Chapinero;100.0
26718283;Lili;91.66
26734386;Prados del Norte;55.71
26744073;Santa Mónica Residencial;65.95
26749945;San Pedro;100.0
26753664;El Diamante;87.46
26758691;Los Comuneros I;86.61
26780189;El Gran Limonar;53.59
26782950;San Fernando Nuevo;100.0
26789380;San Pedro;100.0
26794369;Chipichape;100.0
26826468;Urbanización Militar;89.47
26832486;La Rivera;99.93
26837646;Versalles;94.97
26850252;San Fernando Nuevo;100.0
26859199;Los Parques;100.0
26863785;Ciudad Los Álamos;100.0
26866080;Urbanización La Flora;100.0
26872129;Unidad Residencial Santiago de Cali;89.82
26895380;Lili;100.0
26901683;Mayapan-Las Vegas;61.85
26911638;Urbanización La Flora;70.42
26914628;Nueva Floresta del Ict;100.0
26933563;Unicentro Cali;100.0
26934202;San Vicente;100.0
26949777;Urbanización La Flora;93.09
26956176;Calima;98.76
26958816;Colseguros Andes;94.13
26959440;Sucre;100.0
26973480;Calima;86.91
26995819;Sucre;100.0
27000390;San Vicente;56.38
27003553;Urbanización Militar;99.18
27004725;Santander;52.18
27015753;Ciudad Los Álamos;56.15
27021204;San Vicente;100.0
27034100;San Vicente;100.0
27036167;San Pedro;100.0
27044788;San Pedro;100.0
27058549;Lili;100.0
27075672;Bolivariano;100.0
27079795;San Pedro;100.0
27168918;Calima;71.1
27177582;Juanambu;100.0
27188684;San Judas Tadeo II;99.99
27189015;Ciudad Los Álamos;100.0
27193856;Urbanización Ciudad Jardín;100.0
27216643;Santa Mónica Residencial;67.26
27218109;Prados del Norte;100.0
27230476;Prados del Norte;100.0
27235669;Calima;98.71
27252530;Calima;83.9
27253365;Calima;99.25
27261552;Unicentro Cali;55.0
27264335;Juanambu;76.07
27264516;Los Parques;64.03
27280414;Parcelaciones Pance;100.0
27281740;Centenario;100.0
27283233;Ciudad Córdoba;65.81
27287370;El Gran Limonar;100.0
27288324;San Pedro;100.0
27298996;Chapinero;100.0
27320938;Urbanización San Juaquín;100.0
27322285;Buenos Aires;97.42
27324380;Barrio Eucarístico;100.0
27327138;Bretana;98.97
27349494;San Pedro;100.0
27349494;Unidad Residencial Santiago de Cali;100.0
27356013;Lili;100.0
27358239;San Pedro;100.0
27358239;Urbanización La Flora;100.0
27361304;San Fernando Nuevo;100.0
27364951;Urbanización San Juaquín;68.18
27373236;Colseguros Andes;100.0
27374813;San Nicolás;100.0
27379157;Colseguros Andes;66.82
27381339;El Gran Limonar;100.0
27382468;Juanambu;100.0
27383764;Santander;54.12
27389167;Parcelaciones Pance;100.0
27442419;Ciudad Capri;60.66
27442833;Lili;100.0
27493801;Lili;100.0
27498229;San Pedro;63.14
27498229;Unidad Residencial Santiago de Cali;63.14
27501488;Granada;100.0
27502941;El Calvario;100.0
27537982;Chipichape;58.34
27540506;San Vicente;58.49
27553603;San Pedro;100.0
27582760;Unicentro Cali;93.53
27602220;San Vicente;92.28
27627535;Los Parques;98.64
27649658;Brisas de los Álamos;97.57
27655633;Las Acacias;100.0
27674007;El Cedro;75.42
27682151;La Merced;62.56
27688806;Prados del Norte;96.39
27698467;San Pedro;100.0
27700218;El Sena;56.75
27720336;Primero de Mayo;56.44
27723956;San Pedro;99.22
27745923;Parcelaciones Pance;100.0
27755933;Urbanización Tequendama;66.42
27765538;Ciudadela Floralia;100.0
27768809;El Ángel del Hogar;87.88
27773006;Ciudad Capri;100.0
27799164;El Gran Limonar;100.0
27847735;El Troncal;100.0
27851806;La Ciudadela Confandi;79.33
27864977;Chapinero;100.0
27873293;Mariano Ramos;56.78
27886457;Puerta del Sol;100.0
27887862;Urbanización Tequendama;100.0
27903567;San Pedro;100.0
27905522;El Gran Limonar;100.0
27905596;Urbanización La Nueva Base;52.85
27906599;Chipichape;96.44
27913713;El Sena;100.0
27915845;Unicentro Cali;73.8
27918032;Flora Industrial;99.98
27918309;San Nicolás;100.0
27921790;Los Guayacanes;91.73
27926389;Unicentro Cali;68.45
27929952;Unicentro Cali;70.45
27933691;Sucre;100.0
27953412;Brisas de los Álamos;98.73
27979366;Chapinero;100.0
27981158;San Pedro;100.0
27981158;Urbanización La Flora;100.0
27993099;Parcelaciones Pance;99.92
28011738;Primitivo Crespo;51.81
28019426;Unicentro Cali;100.0
28037971;Versalles;73.81
28042695;Chapinero;100.0
28047064;Primavera;73.5
28054188;Calima;91.42
28057046;La Rivera;99.96
28079557;San Nicolás;100.0
28089706;Unicentro Cali;96.91
28092046;Pampalinda;100.0
28093179;Villa del Prado-El Guabito;100.0
28105815;Ciudadela Floralia;99.43
28123601;El Sena;59.64
28142182;Prados del Norte;100.0
28147569;San Pedro;100.0
28158881;Mayapan-Las Vegas;84.64
28169286;San Pedro;55.29
28179918;El Cedro;100.0
28180056;Calimio Desepaz;83.14
28182800;Parcelaciones Pance;57.06
28202296;Unicentro Cali;88.65
28252965;Urbanización La Flora;54.88
28267247;El Gran Limonar;59.82
28275902;El Calvario;76.7
28287107;Urbanización Ciudad Jardín;100.0
28290012;Unidad Residencial Santiago de Cali;59.05
28303764;Los Guayacanes;99.42
28304236;Municipal;92.58
28305435;Lili;96.09
28319543;Laureano Gómez;100.0
28320126;El Cedro;57.0
28331845;Santa Mónica Residencial;62.49
28341223;Chipichape;89.17
28343099;Chipichape;100.0
28344537;Urbanización Militar;100.0
28350138;Los Cambulos;99.87
